post_id;post_name;version;tags_number;is_featured;score;created_at_day;created_at_daytime;launched_day;is_best_time_to_launch;is_best_day_to_launch;is_weekend;text_description_length;sentence_length_in_the_description;Bullet_points_explicit_features;emoji_in_description;tagline_length;emoji_in_tagline;are_there_video;are_there_tweetable_images;are_there_gif_images;number_of_gif;offers;promo_discount_codes;are_there_questions;hunter_id;hunter_name;hunter_has_twitter;hunter_has_website;hunter_followers;hunter_apps_made;hunter_follows_up_on_comments;maker_id;maker_name;maker_has_twitter;maker_has_website;maker_followers;maker_follows_up_on_comments
133425;SkillsMap;1.0;2;No;4;22/08/2018;22/08/2018 01:05:12;Wednesday;Yes;No;No;Medium;Medium;No;No;Long;No;No;No;No;0;No;No;No;1394192;Charlie Harris;Yes;No;Low;Few;No;1396708;David Morgantini;Yes;Yes;Low;No
133427;Botsify Automatic Website Chatbot Builder;1.0;2;Yes;426;22/08/2018;22/08/2018 01:07:36;Wednesday;Yes;No;No;Medium;Long;No;No;Long;No;No;No;No;0;No;No;No;79;Kevin William David;Yes;Yes;Low;Satisfactory;Yes;277256;Usama ;Yes;Yes;Low;Yes
133428;GoHype;1.0;2;Yes;45;22/08/2018;22/08/2018 03:56:38;Wednesday;Yes;No;No;Long;Medium;No;No;Long;No;No;No;No;0;No;No;No;1390035;George Leadbeater;No;No;Low;Few;Yes;1396086;Ashley Henderson;No;No;Low;No
133429;CIF Analytics Cloud (for Zendesk);1.0;4;Yes;22;22/08/2018;22/08/2018 01:13:28;Wednesday;Yes;No;No;Long;Short;No;No;Long;No;No;No;Yes;6;No;No;No;1373404;Cameron K.F. Koo ;No;Yes;Low;Few;Yes;1373404;Cameron K.F. Koo ;No;Yes;Low;Yes
133431;FortKnoxster;1.0;4;No;3;22/08/2018;22/08/2018 01:16:46;Wednesday;Yes;No;No;Long;Medium;No;No;Long;No;Yes;No;No;0;No;No;No;478990;Eddy de Heij;Yes;Yes;Low;Few;No;478990;Eddy de Heij;Yes;Yes;Low;No
133436;Spelling Shed;1.0;2;No;12;22/08/2018;22/08/2018 01:48:51;Wednesday;Yes;No;No;Long;Short;No;No;Short;No;No;No;No;0;No;No;No;6586;Martin Saunders;Yes;Yes;Low;Few;No;6586;Martin Saunders;Yes;Yes;Low;No
133438;A Guide to Combining Fonts;1.0;3;No;3;22/08/2018;22/08/2018 02:08:39;Wednesday;Yes;No;No;Long;Short;No;No;Medium;No;No;No;Yes;1;No;No;No;354412;Matej Latin;Yes;Yes;Low;Few;No;354412;Matej Latin;Yes;Yes;Low;No
133439;Ekosystem;1.0;3;Yes;78;22/08/2018;22/08/2018 04:01:12;Wednesday;Yes;No;No;Short;Short;No;No;Medium;No;No;No;Yes;1;No;No;Yes;1364424;Antoine Milkoff;Yes;Yes;Low;Few;Yes;1364424;Antoine Milkoff;Yes;Yes;Low;Yes
133441;Slicki;1.0;5;Yes;166;22/08/2018;22/08/2018 02:21:19;Wednesday;Yes;No;No;Long;Medium;No;No;Long;No;No;No;No;0;No;No;No;1393802;Thomas Nielsen;No;No;Low;Few;Yes;1393802;Thomas Nielsen;No;No;Low;Yes
133445;Tape;2.0;2;No;4;22/08/2018;22/08/2018 03:26:58;Wednesday;Yes;No;No;Long;Medium;No;No;Long;No;No;No;No;0;No;No;No;615655;Mıchael Chrıstophersson;No;Yes;Low;Few;No;615655;Mıchael Chrıstophersson;No;Yes;Low;No
133448;Carrd+Airtable+Stripe List;1.0;1;No;26;22/08/2018;22/08/2018 04:10:46;Wednesday;Yes;No;No;Medium;Medium;No;No;Long;No;No;No;No;0;No;No;No;996614;Ljupcho Naumov;No;No;Low;Few;No;996614;Ljupcho Naumov;No;No;Low;Yes
133452;Faera;1.0;3;No;4;22/08/2018;22/08/2018 05:40:36;Wednesday;Yes;No;No;Short;Medium;No;No;Short;No;No;No;No;0;No;No;No;615655;Mıchael Chrıstophersson;No;Yes;Low;Few;No;615655;Mıchael Chrıstophersson;No;Yes;Low;No
133454;NowRenting;1.0;7;Yes;162;22/08/2018;23/08/2018 00:00:00;Thursday;No;No;No;Long;Long;No;No;Long;No;Yes;No;No;0;No;No;No;1264513;Edward Giardina;Yes;Yes;Low;Few;Yes;1382095;Matthew Talamini;Yes;Yes;Low;No
133455;Ramma;1.0;4;No;5;22/08/2018;22/08/2018 05:56:45;Wednesday;Yes;No;No;Medium;Short;No;No;Long;No;No;No;No;0;No;No;No;615655;Mıchael Chrıstophersson;No;Yes;Low;Few;No;615655;Mıchael Chrıstophersson;No;Yes;Low;No
133456;Product Led Growth Index;1.0;1;No;4;22/08/2018;22/08/2018 05:57:53;Wednesday;Yes;No;No;Short;Short;Yes;Yes;Long;No;No;No;No;0;No;No;No;442606;Gail Axelrod;Yes;Yes;Low;Few;No;1285031;Sean Fanning;No;No;Low;No
133459;Pandora Premium + Snapchat;1.0;1;Yes;120;22/08/2018;22/08/2018 12:42:41;Wednesday;No;No;No;Medium;Medium;No;No;Long;No;No;No;Yes;1;No;No;No;13233;Patrick Mandia;Yes;Yes;Low;Few;Yes;1396055;Laura Eng;No;No;Low;No
133461;My cash decks (Мой Кассир);1.0;1;No;3;22/08/2018;22/08/2018 06:33:35;Wednesday;Yes;No;No;Short;Short;No;No;Short;No;No;No;No;0;No;No;No;1320591;Tony Urbn;No;No;Low;Few;No;1320591;Tony Urbn;No;No;Low;No
133464;Solveboard;1.0;2;No;5;22/08/2018;22/08/2018 07:02:20;Wednesday;Yes;No;No;Long;Medium;No;No;Medium;No;Yes;No;Yes;5;No;No;No;1371424;Brad Luffy;No;Yes;Low;Few;No;1371424;Brad Luffy;No;Yes;Low;Yes
133468;browserless;1.0;3;No;8;22/08/2018;22/08/2018 07:38:26;Wednesday;Yes;No;No;Medium;Short;No;No;Medium;No;No;No;No;0;No;No;No;44899;Stefan Natter;Yes;Yes;Low;Few;No;804919;Joel Griffith;Yes;Yes;Low;No
133471;Shop My Mom;1.0;2;No;4;22/08/2018;22/08/2018 08:04:51;Wednesday;Yes;No;No;Medium;Short;No;No;Short;No;No;No;No;0;No;No;No;473240;dan au;Yes;Yes;Low;Few;No;473240;dan au;Yes;Yes;Low;No
133472;CryptoAuditor;1.0;1;No;4;22/08/2018;22/08/2018 08:19:13;Wednesday;Yes;No;No;Short;Short;Yes;Yes;Medium;No;No;No;No;0;No;No;No;73748;Victor Leung;Yes;Yes;Low;Few;No;73748;Victor Leung;Yes;Yes;Low;No
133474;Tennis String Chooser;1.0;3;No;3;22/08/2018;22/08/2018 09:07:55;Wednesday;No;No;No;Long;Medium;No;No;Long;No;Yes;No;No;0;No;No;No;1373079;Spencer Cook;No;No;Low;Few;No;1373079;Spencer Cook;No;No;Low;No
133475;Facebook Presence;1.0;1;No;3;22/08/2018;22/08/2018 09:45:40;Wednesday;No;No;No;Short;Short;Yes;Yes;Long;No;No;No;No;0;No;No;No;1348817;wes;Yes;Yes;Low;Few;No;1348817;wes;Yes;Yes;Low;No
133476;Glokyl Marketplace;1.0;10;No;3;22/08/2018;22/08/2018 10:06:03;Wednesday;No;No;No;Long;Medium;No;No;Long;No;Yes;No;No;0;No;No;No;1388412;Lateef Warnick;No;Yes;Low;Few;No;1388412;Lateef Warnick;No;Yes;Low;No
133477;Cheddar on Comcast Xfinity X1;1.0;2;No;2;22/08/2018;22/08/2018 10:06:20;Wednesday;No;No;No;Medium;Short;No;No;Long;No;No;No;No;0;No;No;No;15527;Jon Steinberg;Yes;Yes;Low;Satisfactory;No;15527;Jon Steinberg;Yes;Yes;Low;Yes
133478;Shrink Me;1.0;2;Yes;409;22/08/2018;23/08/2018 00:00:00;Thursday;No;No;No;Medium;Medium;No;No;Medium;No;No;No;No;0;No;No;Yes;861160;Filipe Santos Correa;Yes;Yes;Low;Few;Yes;861160;Filipe Santos Correa;Yes;Yes;Low;Yes
133479;THREAD INTERNATIONAL A Better Backpack;1.0;3;Yes;127;22/08/2018;23/08/2018 02:31:52;Thursday;Yes;No;No;Long;Medium;No;No;Long;No;Yes;No;No;0;No;No;No;1387015;Kelsey Halling;Yes;Yes;Low;Few;Yes;1387015;Kelsey Halling;Yes;Yes;Low;Yes
133480;Countle;1.0;2;No;2;22/08/2018;22/08/2018 10:58:29;Wednesday;No;No;No;Long;Medium;No;No;Long;No;No;No;No;0;No;No;No;1394763;Olli;No;Yes;Low;Few;No;1394763;Olli;No;Yes;Low;No
133481;Bae Chat;1.0;4;Yes;57;22/08/2018;23/08/2018 00:00:00;Thursday;No;No;No;Long;Medium;No;No;Short;No;No;No;No;0;No;No;No;1376569;Tamir Rachamim;No;No;Low;Few;Yes;523817;Shani Uritsky;No;No;Low;Yes
133482;The Ultimate Desktop Software for Instagram Stories;1.0;1;No;14;22/08/2018;22/08/2018 11:48:12;Wednesday;No;No;No;Long;Medium;No;No;Long;No;No;No;Yes;3;No;No;No;1229105;Clare Louise;No;No;Low;Few;No;1229105;Clare Louise;No;No;Low;No
133483;Lens Filters;1.0;2;No;5;22/08/2018;22/08/2018 12:20:40;Wednesday;No;No;No;Medium;Short;No;No;Short;No;No;No;Yes;1;No;No;No;1176382;Ali Zohaib;No;Yes;Low;Few;No;1176382;Ali Zohaib;No;Yes;Low;Yes
133484;Cuanto 2;2.0;2;No;2;22/08/2018;22/08/2018 12:39:35;Wednesday;No;No;No;Medium;Short;No;No;Short;No;Yes;No;No;0;No;No;Yes;442599;ARIEL;Yes;Yes;Low;Few;No;442599;ARIEL;Yes;Yes;Low;Yes
133485;Boovi // Branded Movies ®️;1.0;5;No;3;22/08/2018;22/08/2018 12:45:54;Wednesday;No;No;No;Medium;Short;No;Yes;Short;No;No;No;No;0;No;No;No;651678;Kevin Naismith;Yes;Yes;Low;Few;No;651678;Kevin Naismith;Yes;Yes;Low;Yes
133486;Crypto Table;1.0;3;Yes;240;22/08/2018;23/08/2018 00:00:00;Thursday;No;No;No;Short;Medium;No;No;Medium;No;No;Yes;No;0;No;No;Yes;4935;Jesal Gadhia;Yes;Yes;Low;Few;Yes;4935;Jesal Gadhia;Yes;Yes;Low;Yes
133487;Mocklets;1.0;5;Yes;222;22/08/2018;22/08/2018 13:03:04;Wednesday;No;No;No;Long;Medium;No;No;Long;No;No;No;No;0;No;No;No;1377304;Prateek Srivastava;Yes;No;Low;Few;Yes;1377304;Prateek Srivastava;Yes;No;Low;Yes
133488;Rendevous;1.0;3;Yes;554;22/08/2018;23/08/2018 00:00:00;Thursday;No;No;No;Long;Short;No;No;Medium;No;No;No;No;0;No;No;No;690021;Austin Ross;No;Yes;Low;Few;Yes;690021;Austin Ross;No;Yes;Low;Yes
133489;Starterade;1.0;2;Yes;52;22/08/2018;23/08/2018 00:00:00;Thursday;No;No;No;Medium;Long;No;No;Long;No;No;No;Yes;1;No;No;Yes;1283128;Jennifer;Yes;No;Low;Few;Yes;1283128;Jennifer;Yes;No;Low;Yes
133490;Ideas are Cheap;1.0;3;Yes;72;22/08/2018;23/08/2018 02:01:56;Thursday;Yes;No;No;Short;Short;No;No;Long;No;No;No;No;0;No;No;No;928409;Rory Gibson;Yes;Yes;Low;Few;Yes;928409;Rory Gibson;Yes;Yes;Low;No
133491;Isaiah Explorer;1.0;3;No;3;22/08/2018;22/08/2018 16:36:21;Wednesday;No;No;No;Short;Medium;No;No;Long;No;Yes;No;No;0;No;No;No;55870;KC Kern;Yes;Yes;Low;Few;No;55870;KC Kern;Yes;Yes;Low;No
133492;Ranger Links;1.0;1;Yes;43;23/08/2018;23/08/2018 00:00:00;Thursday;No;No;No;Medium;Medium;No;No;Medium;No;No;No;Yes;1;No;No;Yes;11222;Jacob Catalano;Yes;Yes;Low;Satisfactory;Yes;678555;Illya Bakurov;Yes;No;Low;Yes
133493;KinderReady;1.0;3;Yes;31;22/08/2018;23/08/2018 03:54:59;Thursday;Yes;No;No;Long;Short;No;No;Long;No;No;No;No;0;No;No;No;1388766;Laura;No;No;Low;Few;Yes;1388766;Laura;No;No;Low;Yes
133494;Cognifyd;2.0;4;Yes;58;23/08/2018;23/08/2018 00:01:00;Thursday;Yes;No;No;Long;Short;No;No;Long;No;Yes;No;Yes;1;No;No;Yes;14201;Will Murphy;Yes;Yes;Low;Few;Yes;1397420;Rick Yost;No;Yes;Low;No
133495;Skype Status;1.0;2;No;3;22/08/2018;22/08/2018 19:46:04;Wednesday;No;No;No;Medium;Short;No;No;Long;No;No;No;No;0;No;No;No;1348817;wes;Yes;Yes;Low;Few;No;1348817;wes;Yes;Yes;Low;No
133496;UDAX;1.0;3;Yes;115;22/08/2018;22/08/2018 22:08:26;Wednesday;No;No;No;Long;Medium;No;No;Medium;No;No;No;Yes;1;No;No;No;1355975;John Snyder;No;No;Low;Few;Yes;115883;Lucas Carvalho;Yes;Yes;Low;No
133500;The Node.js Handbook;1.0;2;No;15;23/08/2018;23/08/2018 00:00:00;Thursday;No;No;No;Short;Short;No;No;Short;No;No;No;No;0;No;No;No;68829;Flavio Copes;Yes;Yes;Low;Few;No;68829;Flavio Copes;Yes;Yes;Low;No
133505;Smart 360° Performance Reviews by Leapsome;1.0;4;Yes;61;23/08/2018;23/08/2018 02:23:19;Thursday;Yes;No;No;Long;Short;No;No;Long;No;No;No;No;0;No;No;No;685117;Kajetan Armansperg;No;No;Low;Few;Yes;1183534;Jenny Podewils;Yes;Yes;Low;No
133507;Desktopz;2.0;2;Yes;71;23/08/2018;23/08/2018 02:19:14;Thursday;Yes;No;No;Medium;Short;No;No;Long;No;Yes;Yes;Yes;2;No;No;Yes;311610;Jamal Mashal;Yes;Yes;Low;Few;Yes;311610;Jamal Mashal;Yes;Yes;Low;Yes
133509;3ClicksMaster;1.0;3;No;3;23/08/2018;23/08/2018 01:03:52;Thursday;Yes;No;No;Short;Short;Yes;Yes;Long;No;Yes;No;No;0;No;No;No;1341717;Mark Man;No;No;Low;Few;No;92;Product Hunt;Yes;Yes;High;No
133514;Day One Version 3;3.0;5;Yes;335;23/08/2018;23/08/2018 01:22:15;Thursday;Yes;No;No;Medium;Medium;No;No;Short;No;No;No;No;0;No;No;Yes;18280;Chris Messina;Yes;Yes;Good;Satisfactory;Yes;23908;Paul Mayne;Yes;Yes;Low;Yes
133516;The Pitch Guy;1.0;1;No;3;23/08/2018;23/08/2018 02:10:13;Thursday;Yes;No;No;Short;Short;No;No;Short;No;No;No;No;0;No;No;No;173782;James Green;Yes;No;Low;Few;No;173782;James Green;Yes;No;Low;No
133518;Niceguy App;1.0;5;No;3;23/08/2018;23/08/2018 02:16:54;Thursday;Yes;No;No;Long;Short;No;No;Medium;No;No;No;No;0;No;No;No;299530;pratim;Yes;Yes;Low;Few;No;299530;pratim;Yes;Yes;Low;Yes
133519;Weird Friends Game;1.0;3;Yes;46;23/08/2018;23/08/2018 02:40:11;Thursday;Yes;No;No;Long;Short;No;No;Long;No;No;No;No;0;No;No;No;244582;colin preston;Yes;No;Low;Few;Yes;244582;colin preston;Yes;No;Low;Yes
133524;Tiny Trees;1.0;2;No;3;23/08/2018;23/08/2018 03:16:36;Thursday;Yes;No;No;Long;Medium;No;No;Long;No;Yes;No;Yes;1;No;No;No;1395647;Chema Juárez;Yes;Yes;Low;Few;No;1395647;Chema Juárez;Yes;Yes;Low;No
133531;TS(TechSpecs);1.0;4;No;4;23/08/2018;23/08/2018 04:18:25;Thursday;Yes;No;No;Long;Medium;No;No;Medium;No;Yes;No;No;0;No;No;No;623342;Jitesh Dugar;Yes;Yes;Low;Few;Yes;1395856;Big Ral;Yes;No;Low;No
133533;Bashfully;1.0;3;Yes;94;23/08/2018;24/08/2018 00:00:00;Friday;No;No;No;Medium;Short;No;No;Medium;No;No;No;Yes;1;No;No;Yes;793169;Neil Chalk;Yes;Yes;Low;Few;Yes;1398625;Martyn Osborne;Yes;No;Low;Yes
133534;Company Culture Index;1.0;4;Yes;264;23/08/2018;23/08/2018 04:45:28;Thursday;Yes;No;No;Long;Medium;No;No;Long;No;No;No;Yes;1;No;No;No;150710;Sarah Bedrick;Yes;Yes;Low;Few;Yes;1154872;Amy Spurling;Yes;Yes;Low;No
133535;momentum 1.0;1.0 ;4;Yes;135;23/08/2018;24/08/2018 00:00:00;Friday;No;No;No;Medium;Short;No;Yes;Long;No;Yes;No;Yes;3;No;No;No;1021686;Nik;Yes;No;Low;Few;Yes;167168;Robin;Yes;No;Low;No
133537;CoinCheckup Arbitrage;1.0;1;No;3;23/08/2018;23/08/2018 04:58:27;Thursday;Yes;No;No;Medium;Short;No;No;Medium;No;No;No;No;0;No;No;No;1315297;Andrei David;Yes;Yes;Low;Few;No;1032440;Valentin Bora;No;No;Low;No
133538;Fancy Ventures Posters;1.0;1;No;15;23/08/2018;23/08/2018 05:26:21;Thursday;Yes;No;No;Medium;Short;No;No;Short;No;No;No;Yes;1;No;No;No;65676;Patrick;Yes;Yes;Low;Few;No;65676;Patrick;Yes;Yes;Low;Yes
133539;YourClock;1.0;4;Yes;56;23/08/2018;24/08/2018 00:00:00;Friday;No;No;No;Medium;Short;No;No;Short;No;No;No;No;0;No;No;Yes;1379295;Abdullah Mirza;No;No;Low;Few;No;1379295;Abdullah Mirza;No;No;Low;Yes
133542;Baseball Dash - Your Personal Baseball Dashboard;1.0;5;No;4;23/08/2018;23/08/2018 05:50:51;Thursday;Yes;No;No;Long;Medium;No;No;Long;No;No;No;No;0;No;No;No;1365082;Petar Vukašinović;No;No;Low;Few;No;1365082;Petar Vukašinović;No;No;Low;No
133544;TechRadar Daily News Podcast;1.0;1;No;4;23/08/2018;23/08/2018 06:03:21;Thursday;Yes;No;No;Short;Medium;No;No;Long;No;No;No;No;0;No;No;No;471951;Abbas Jaffar Ali;Yes;Yes;Low;Few;No;471951;Abbas Jaffar Ali;Yes;Yes;Low;No
133546;Image Carousel Addon for Beaver Builder;1.0;1;No;3;23/08/2018;23/08/2018 06:24:37;Thursday;Yes;No;No;Short;Short;Yes;Yes;Long;No;No;No;No;0;No;No;No;1395562;Deryck Oñate Espinel;Yes;Yes;Low;Few;No;1395562;Deryck Oñate Espinel;Yes;Yes;Low;No
133547;Daily Coin Price;1.0;5;Yes;142;23/08/2018;23/08/2018 06:32:49;Thursday;Yes;No;No;Medium;Medium;No;No;Long;No;No;No;No;0;No;No;Yes;1186222;Titto Digirolomo;No;No;Low;Few;Yes;1186222;Titto Digirolomo;No;No;Low;Yes
133549;Painless Rails pre-launch;1.0;2;No;3;23/08/2018;23/08/2018 06:41:13;Thursday;Yes;No;No;Long;Medium;No;No;Long;No;No;No;No;0;No;No;No;140515;Ivan Nemytchenko;Yes;Yes;Low;Few;No;140515;Ivan Nemytchenko;Yes;Yes;Low;No
133553;Windows 95;95.0;3;Yes;896;24/08/2018;24/08/2018 00:00:00;Friday;No;No;No;Short;Short;No;No;Long;No;No;No;No;0;No;No;Yes;196937;Gabriel Lewis;Yes;Yes;Low;Few;Yes;208879;Felix Rieseberg;Yes;Yes;Low;Yes
133555;Telehealth in TheraNest;1.0;1;No;8;23/08/2018;23/08/2018 08:51:37;Thursday;Yes;No;No;Long;Short;Yes;No;Medium;No;No;No;No;0;No;No;No;42347;Travis Dailey;Yes;Yes;Low;Few;No;42347;Travis Dailey;Yes;Yes;Low;No
133557;Streammm - Next Generation News Aggregator;1.0;3;No;8;23/08/2018;23/08/2018 09:22:21;Thursday;No;No;No;Medium;Short;No;No;Short;No;Yes;No;Yes;1;No;No;No;1379006;Nickolas Damofli;No;Yes;Low;Few;No;1379006;Nickolas Damofli;No;Yes;Low;No
133558;Dory;2.0;1;No;4;23/08/2018;23/08/2018 09:28:54;Thursday;No;No;No;Long;Short;No;No;Medium;No;No;No;No;0;No;No;No;1363628;Léo Vallet;No;No;Low;Few;No;1363628;Léo Vallet;No;No;Low;No
133560;Squadpanel;1.0;2;Yes;54;23/08/2018;24/08/2018 00:00:00;Friday;No;No;No;Short;Medium;No;No;Long;No;No;No;No;0;No;No;No;94639;José Francisco Calvo;Yes;Yes;Low;Few;Yes;94639;José Francisco Calvo;Yes;Yes;Low;Yes
133566;DeexterBot;1.0;4;Yes;69;23/08/2018;23/08/2018 13:47:34;Thursday;No;No;No;Short;Short;No;No;Long;No;No;No;No;0;No;No;No;1393841;Artem Biryukov;Yes;No;Low;Few;Yes;1064223;Anton Brazovski;No;No;Low;No
133567;Habit Loop;1.0;2;Yes;108;23/08/2018;23/08/2018 14:04:14;Thursday;No;No;No;Medium;Short;No;No;Medium;No;No;No;No;0;No;No;No;1064116;Chris Haynes;Yes;Yes;Low;Few;Yes;1064116;Chris Haynes;Yes;Yes;Low;Yes
133568;Barely Passing;1.0;3;Yes;35;23/08/2018;23/08/2018 14:17:33;Thursday;No;No;No;Long;Short;No;No;Short;No;No;No;No;0;No;No;Yes;1364377;Nick Cracchiolo;Yes;Yes;Low;Few;Yes;1364375;Barely Passing;Yes;No;Low;No
133569;Prty;1.0;3;Yes;50;23/08/2018;24/08/2018 00:00:13;Friday;Yes;No;No;Medium;Short;No;No;Medium;No;Yes;No;No;0;No;No;No;1375480;John Ciocca;No;Yes;Low;Few;Yes;1375480;John Ciocca;No;Yes;Low;Yes
133571;ShapeX - Collage;1.0;3;No;2;23/08/2018;23/08/2018 22:32:03;Thursday;No;No;No;Short;Short;No;No;Medium;No;No;No;No;0;No;No;No;1396658;DanStromi;No;Yes;Low;Few;No;1396658;DanStromi;No;Yes;Low;No
133576;Flinder;1.0;3;Yes;115;24/08/2018;24/08/2018 00:48:53;Friday;Yes;No;No;Long;Short;No;No;Short;No;No;No;Yes;1;No;No;No;182875;Gertjan De Wilde;Yes;Yes;Low;Few;Yes;1170309;Jan Van Echelpoel;Yes;Yes;Low;Yes
133577;Black Swans Community;1.0;2;Yes;145;24/08/2018;24/08/2018 00:51:03;Friday;Yes;No;No;Short;Short;No;No;Medium;No;No;No;Yes;1;No;No;Yes;1390215;Jack Dry;Yes;Yes;Low;Few;Yes;1390215;Jack Dry;Yes;Yes;Low;Yes
133578;Appscope;1.0;4;Yes;591;24/08/2018;25/08/2018 00:00:00;Saturday;No;No;Yes;Short;Medium;No;No;Medium;No;No;No;No;0;No;No;No;301467;Oskar Larsson;Yes;No;Low;Few;Yes;301467;Oskar Larsson;Yes;No;Low;Yes
133579;Snippy;2.0;2;Yes;105;24/08/2018;25/08/2018 00:00:00;Saturday;No;No;Yes;Long;Short;No;No;Medium;No;Yes;No;No;0;No;No;Yes;689550;Rik Schennink;Yes;Yes;Low;Few;Yes;689550;Rik Schennink;Yes;Yes;Low;Yes
133580;NILS Cable;1.0;3;Yes;81;24/08/2018;24/08/2018 00:21:36;Friday;Yes;No;No;Short;Short;No;Yes;Medium;Yes;Yes;Yes;Yes;4;No;No;Yes;195179;Nikolai Lebedovsky;Yes;Yes;Low;Few;Yes;1399320;Leon Choi;No;No;Low;Yes
133581;Tot;1.0;4;Yes;77;24/08/2018;24/08/2018 01:48:19;Friday;Yes;No;No;Medium;Short;No;No;Medium;No;Yes;No;Yes;1;No;No;No;121404;mihir ;Yes;Yes;Low;Few;Yes;154143;Nimish Patel;Yes;Yes;Low;No
133582;AnySticker;1.0;2;Yes;124;24/08/2018;24/08/2018 01:03:59;Friday;Yes;No;No;Medium;Short;No;No;Long;No;No;No;Yes;1;No;No;No;58444;Jack Kim;Yes;Yes;Low;Few;Yes;854802;Jonny Burger;Yes;Yes;Low;Yes
133585;Budget.cool;1.0;3;Yes;368;24/08/2018;25/08/2018 00:00:00;Saturday;No;No;Yes;Long;Short;No;No;Long;No;No;No;No;0;No;No;Yes;109434;Andrew Schmelyun;Yes;Yes;Low;Few;Yes;109434;Andrew Schmelyun;Yes;Yes;Low;Yes
133588;pdAdmin;1.0;2;No;6;24/08/2018;24/08/2018 03:05:51;Friday;Yes;No;No;Long;Short;No;No;Medium;No;No;No;No;0;No;No;No;1352440;Ramazan K. Apaydın;Yes;Yes;Low;Few;No;1352440;Ramazan K. Apaydın;Yes;Yes;Low;No
133591;cState Status Page;1.0;3;No;5;24/08/2018;24/08/2018 04:09:35;Friday;Yes;No;No;Long;Short;No;No;Long;No;No;No;No;0;No;No;No;899905;Mantas;Yes;No;Low;Few;No;899905;Mantas;Yes;No;Low;Yes
133592;Sononym;1.0;3;Yes;195;24/08/2018;26/08/2018 00:00:00;Sunday;No;No;Yes;Long;Medium;No;Yes;Long;No;Yes;No;Yes;1;No;No;No;1393438;Bjørn Næsby Nielsen;No;No;Low;Few;Yes;1393438;Bjørn Næsby Nielsen;No;No;Low;Yes
133594;Zahomy;1.0;2;Yes;28;24/08/2018;25/08/2018 00:00:00;Saturday;No;No;Yes;Long;Short;No;No;Medium;No;Yes;No;No;0;No;No;No;1376538;Joe Okatch;Yes;No;Low;Few;Yes;1376538;Joe Okatch;Yes;No;Low;Yes
133595;basketFilms;1.0;5;Yes;110;24/08/2018;24/08/2018 04:44:05;Friday;Yes;No;No;Short;Medium;No;No;Medium;No;No;No;No;0;No;No;No;529433;Davis Norde;Yes;No;Low;Few;No;529433;Davis Norde;Yes;No;Low;No
133596;Promos Agency;1.0;4;No;4;24/08/2018;24/08/2018 04:45:41;Friday;Yes;No;No;Medium;Short;No;No;Long;No;No;No;No;0;No;No;No;1396679;Mixu Stefan;No;No;Low;Few;No;1396679;Mixu Stefan;No;No;Low;No
133600;Clicksy;1.0;4;No;10;24/08/2018;24/08/2018 05:52:17;Friday;Yes;No;No;Long;Medium;No;No;Medium;No;No;No;No;0;No;No;No;47390;Ryan Carter;Yes;Yes;Low;Few;No;47390;Ryan Carter;Yes;Yes;Low;Yes
133601;Learn State Machines;1.0;1;No;8;24/08/2018;24/08/2018 06:30:52;Friday;Yes;No;No;Medium;Long;No;No;Long;No;No;No;Yes;1;No;No;No;181201;Jon Bellah;Yes;Yes;Low;Few;Yes;181201;Jon Bellah;Yes;Yes;Low;No
133603;Reactivehub;1.0;4;No;4;24/08/2018;24/08/2018 07:29:13;Friday;Yes;No;No;Long;Medium;No;No;Long;No;No;No;No;0;No;No;No;1389968;André Luiz Rodrigues Farias;No;No;Low;Few;No;1388778;Luiz Gustavo;Yes;Yes;Low;No
133606;BeenThere;1.0;4;Yes;43;24/08/2018;25/08/2018 00:00:00;Saturday;No;No;Yes;Long;Short;No;No;Long;No;No;Yes;No;0;No;No;No;1132437;David Anderson;Yes;No;Low;Few;Yes;1132437;David Anderson;Yes;No;Low;Yes
133607;FUND:THIS;1.0;2;No;6;24/08/2018;24/08/2018 08:08:15;Friday;Yes;No;No;Long;Medium;No;No;Long;No;No;No;No;0;No;No;No;1385626;Amit Kalra;No;Yes;Low;Few;Yes;1107806;Namrata Mujumdar;No;No;Low;No
133608;Builders by @Betaworks Studios;1.0;4;Yes;29;24/08/2018;24/08/2018 08:21:00;Friday;Yes;No;No;Medium;Short;No;No;Long;No;No;No;No;0;No;No;No;11868;ⓂMatt hartman;Yes;Yes;Low;Satisfactory;Yes;24252;James Cooper;Yes;Yes;Low;No
133609;Stream Servant;1.0;4;No;2;24/08/2018;24/08/2018 08:31:52;Friday;Yes;No;No;Short;Medium;No;No;Short;No;Yes;No;No;0;No;No;Yes;1396495;Plamen Dechev;Yes;Yes;Low;Few;No;1396495;Plamen Dechev;Yes;Yes;Low;Yes
133611;B21Life;1.0;2;No;11;24/08/2018;24/08/2018 08:39:46;Friday;Yes;No;No;Long;Medium;No;No;Medium;No;No;No;No;0;No;No;No;1245894;Michele McDermott-Fox;Yes;Yes;Low;Few;No;86301;Nitin Agarwal;Yes;Yes;Low;No
133612;Emily by KnowCap IO;1.0;1;No;2;24/08/2018;24/08/2018 08:49:24;Friday;Yes;No;No;Medium;Short;No;No;Long;No;No;No;No;0;No;No;No;455872;Stephen Alred Jr.;Yes;Yes;Low;Few;No;455872;Stephen Alred Jr.;Yes;Yes;Low;No
