post_id;post_name;version;tags_number;is_featured;score;created_at_day;created_at_daytime;launched_day;is_best_time_to_launch;is_best_day_to_launch;is_weekend;positive_description_sentiment;negative_description_sentiment;discretized_positive_description_score;discretized_negative_description_score;discretized_neutral_description_score;text_description_length;sentence_length_in_the_description;bullet_points_explicit_features;emoji_in_description;tagline_length;emoji_in_tagline;are_there_video;are_there_tweetable_images;are_there_gif_images;number_of_gif;offers;promo_discount_codes;are_there_questions;hunter_id;hunter_name;hunter_has_twitter;hunter_has_website;hunter_followers;hunter_apps_made;hunter_follows_up_on_comments;hunter_is_maker;maker_id;maker_name;maker_has_twitter;maker_has_website;maker_followers;maker_follows_up_on_comments;maker_positive_comment;maker_negative_comment;discretized_maker_positive_comment_score;discretized_maker_negative_comment_score;discretized_maker_neutral_comment_score;others_positive_comment;others_negative_comment;discretized_others_positive_comment_score;discretized_others_negative_comment_score;discretized_others_neutral_comment_score;topic
150383;CSSBattle;1.0;3;Yes;382;04/04/2019;04/04/2019 00:34:26;Thursday;Yes;No;No;1;-2;False;True;False;Medium;Short;No;No;Long;No;No;No;No;0;No;No;Yes;273871;kushagra gour;Yes;Yes;Low;Medium;Yes;No;245831;Kushagra Agarwal;Yes;Yes;Low;Yes;3;-1;True;False;False;5;-5;True;True;False;creativity
150552;AudioBot;1.0;4;Yes;195;14/04/2019;14/04/2019 00:00:00;Sunday;No;No;Yes;2;-1;True;False;False;Short;Short;No;No;Medium;Yes;No;No;No;0;No;No;No;1595425;C Arthur West IV;No;No;Low;Low;No;Yes;1595425;C Arthur West IV;No;No;Low;No;1;-1;False;False;True;1;-1;False;False;True;community
150603;Simplify / Gmail;1.0;5;Yes;357;26/04/2019;26/04/2019 07:33:55;Friday;Yes;No;No;2;-1;True;False;False;Medium;Short;No;No;Long;No;No;No;No;0;No;No;No;871946;Ravi Sethia;Yes;Yes;Low;Low;No;No;343365;Michael Leggett;Yes;No;Low;Yes;1;-1;False;False;True;4;-2;True;True;False;creativity
150612;ReadlineJs;1.0;1;Yes;248;13/04/2019;13/04/2019 00:15:01;Saturday;Yes;No;Yes;1;-1;False;False;True;Short;Short;No;No;Long;No;Yes;No;Yes;3;No;No;No;1618314;Amit Chambial;Yes;Yes;Low;Low;No;Yes;1618314;Amit Chambial;Yes;Yes;Low;Yes;2;-1;True;False;False;1;-1;False;False;True;community
150651;Spider;1.0;5;Yes;766;11/04/2019;11/04/2019 00:07:46;Thursday;Yes;No;No;2;-1;True;False;False;Medium;Short;No;No;Medium;No;Yes;No;No;0;No;No;No;1059163;Amie Chen;Yes;Yes;Low;Low;No;Yes;1059163;Amie Chen;Yes;Yes;Low;Yes;4;-1;True;False;False;1;-1;False;False;True;community
150687;Juice for macOS;1.0;4;Yes;576;14/04/2019;14/04/2019 00:00:00;Sunday;No;No;Yes;1;-1;False;False;True;Medium;Short;No;No;Long;No;No;No;No;0;No;No;No;1120428;Mike Choi;Yes;Yes;Low;Low;No;Yes;1120428;Mike Choi;Yes;Yes;Low;Yes;3;-4;True;True;False;1;-1;False;False;True;community
150689;Porterhouse;1.0;2;Yes;163;14/04/2019;14/04/2019 00:00:00;Sunday;No;No;Yes;1;-1;False;False;True;Medium;Medium;No;No;Medium;No;No;No;No;0;No;No;No;431482;Cecil Worsley IV;No;No;Low;Low;No;Yes;431482;Cecil Worsley IV;No;No;Low;Yes;3;-4;True;True;False;1;-1;False;False;True;community
150714;Replybutton;1.0;4;Yes;367;15/04/2019;15/04/2019 00:00:00;Monday;No;No;No;1;-1;False;False;True;Medium;Medium;No;No;Long;No;No;No;No;0;No;No;No;133655;Muzaffer Selimbeyoglu;Yes;Yes;Low;Low;No;Yes;133655;Muzaffer Selimbeyoglu;Yes;Yes;Low;Yes;2;-2;True;True;False;1;-1;False;False;True;community
150887;CoinBlick;1.0;4;Yes;599;15/04/2019;15/04/2019 05:20:15;Monday;Yes;Yes;No;2;-1;True;False;False;Medium;Short;No;No;Long;No;No;No;No;0;No;No;Yes;437286;Faris Brni;Yes;Yes;Low;Low;No;Yes;437286;Faris Brni;Yes;Yes;Low;Yes;4;-4;True;True;False;1;-1;False;False;True;creativity
151063;Intravert;1.0;4;Yes;418;11/04/2019;11/04/2019 00:45:23;Thursday;Yes;No;No;1;-1;False;False;True;Medium;Medium;No;No;Medium;No;No;No;No;0;No;No;Yes;1124959;Dominic Monn;Yes;Yes;Low;Low;No;Yes;1124959;Dominic Monn;Yes;Yes;Low;Yes;4;-2;True;True;False;1;-1;False;False;True;web development
151099;DailyHack;2.0;3;Yes;367;11/04/2019;11/04/2019 00:29:20;Thursday;Yes;No;No;3;-3;True;True;False;Medium;Short;No;Yes;Long;No;Yes;No;Yes;1;No;No;No;813253;Fajar Siddiq;Yes;Yes;Low;Low;Yes;No;1368436;Mohd Danish;Yes;Yes;Low;Yes;3;-2;True;True;False;4;-3;True;True;False;web development
151133;Coinbase Card;1.0;4;Yes;884;11/04/2019;11/04/2019 03:01:55;Thursday;Yes;No;No;1;-1;False;False;True;Medium;Medium;No;No;Long;No;No;No;No;0;No;No;Yes;213986;Amrith Shanbhag;Yes;Yes;Low;Low;No;No;96939;Brian Armstrong;Yes;Yes;Low;No;1;-1;False;False;True;4;-3;True;True;False;community
151206;TentTube;1.0;4;Yes;1115;12/04/2019;12/04/2019 02:03:10;Friday;Yes;No;No;2;-1;True;False;False;Medium;Short;No;No;Long;No;Yes;No;Yes;7;No;No;No;1486632;Ryan Hawley;Yes;No;Low;Low;Yes;No;1781834;Zac Marley;Yes;Yes;Low;No;1;-1;False;False;True;5;-4;True;True;False;web development
151223;ToDesktop;1.0;3;Yes;622;12/04/2019;12/04/2019 00:31:03;Friday;Yes;No;No;1;-2;False;True;False;Medium;Short;No;No;Long;No;Yes;No;Yes;1;No;No;Yes;79;Kevin William David;Yes;Yes;Low;Medium;No;No;253580;Dave Jeffery;Yes;Yes;Low;Yes;5;-3;True;True;False;4;-4;True;True;False;community
151225;Docket;3.0;2;Yes;407;13/04/2019;13/04/2019 00:00:19;Saturday;Yes;No;Yes;2;-1;True;False;False;Medium;Short;No;No;Short;No;Yes;No;Yes;1;No;No;No;1358924;George Bougakov;Yes;Yes;Low;Low;No;Yes;1358924;George Bougakov;Yes;Yes;Low;Yes;3;-3;True;True;False;1;-1;False;False;True;web development
151260;Alpas;1.0;3;Yes;226;13/04/2019;13/04/2019 00:00:00;Saturday;No;No;Yes;1;-1;False;False;True;Short;Short;No;No;Long;No;No;No;No;0;No;No;No;1781966;Justin Rau;No;Yes;Low;Low;No;Yes;1781966;Justin Rau;No;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;creativity
151289;Google Cloud Run;1.0;2;Yes;104;15/04/2019;15/04/2019 00:00:00;Monday;No;No;No;1;-1;False;False;True;Short;Short;No;No;Short;No;Yes;No;No;0;No;No;No;361506;Steren Giannini;Yes;Yes;Low;Low;No;Yes;361506;Steren Giannini;Yes;Yes;Low;Yes;1;-1;False;False;True;1;-1;False;False;True;community
151294;Keychron K2;1.0;2;Yes;258;13/04/2019;13/04/2019 01:19:16;Saturday;Yes;No;Yes;3;-1;True;False;False;Medium;Medium;No;No;Medium;No;Yes;No;No;0;No;No;Yes;79;Kevin William David;Yes;Yes;Low;Medium;No;No;1783197;sven zu;Yes;No;Low;Yes;2;-1;True;False;False;2;-2;True;True;False;community
151312;UserBuddy;1.0;2;Yes;260;14/04/2019;14/04/2019 00:00:00;Sunday;No;No;Yes;2;-1;True;False;False;Short;Medium;No;No;Medium;No;No;No;No;0;No;No;No;1089894;Vlad Alecu;Yes;Yes;Low;Low;No;Yes;1089894;Vlad Alecu;Yes;Yes;Low;Yes;4;-1;True;False;False;1;-1;False;False;True;community
151329;SQL Cards;1.0;3;Yes;429;15/04/2019;15/04/2019 00:51:44;Monday;Yes;Yes;No;1;-1;False;False;True;Medium;Short;No;No;Short;No;No;No;Yes;1;No;No;No;1783514;Julien BLEGEAN;No;No;Low;Low;No;Yes;1783514;Julien BLEGEAN;No;No;Low;Yes;3;-2;True;True;False;1;-1;False;False;True;community
151348;IdBloc;1.0;2;Yes;105;15/04/2019;15/04/2019 00:00:00;Monday;No;No;No;2;-1;True;False;False;Medium;Short;No;No;Long;No;No;No;No;0;No;No;Yes;24785;Paul Cleary;Yes;No;Low;Low;No;Yes;24785;Paul Cleary;Yes;No;Low;Yes;1;-1;False;False;True;1;-1;False;False;True;community
151350;Clicker for Netflix;1.0;2;Yes;247;15/04/2019;15/04/2019 00:00:00;Monday;No;No;No;2;-1;True;False;False;Medium;Short;No;Yes;Long;No;Yes;No;No;0;No;No;Yes;231397;Drew Koch;Yes;Yes;Low;Low;No;Yes;231397;Drew Koch;Yes;Yes;Low;Yes;3;-2;True;True;False;1;-1;False;False;True;creativity
151367;Memex 1.0;1.0;4;Yes;231;18/04/2019;18/04/2019 00:00:00;Thursday;No;No;No;1;-2;False;True;False;Medium;Short;No;Yes;Long;No;No;No;Yes;4;No;No;Yes;786654;Oliver Sauter;Yes;No;Low;Low;No;Yes;786654;Oliver Sauter;Yes;No;Low;Yes;3;-2;True;True;False;1;-1;False;False;True;community
151380;MoviePrint;1.0;4;Yes;95;15/04/2019;15/04/2019 00:00:00;Monday;No;No;No;2;-1;True;False;False;Medium;Medium;Yes;No;Long;No;Yes;No;No;0;No;No;No;1769798;Jakob Schindegger;No;No;Low;Low;No;Yes;1769798;Jakob Schindegger;No;No;Low;Yes;3;-2;True;True;False;1;-1;False;False;True;community
151390;Hinge 7.0;7.0;4;Yes;137;15/04/2019;15/04/2019 00:01:00;Monday;Yes;No;No;1;-1;False;False;True;Medium;Short;No;No;Medium;No;No;Yes;Yes;6;No;No;Yes;18280;Chris Messina;Yes;Yes;Medium;Medium;Yes;No;603678;Justin McLeod;No;No;Low;No;1;-1;False;False;True;4;-3;True;True;False;web development
151401;monday.com Automations;1.0;3;Yes;309;15/04/2019;15/04/2019 01:12:25;Monday;Yes;Yes;No;2;-1;True;False;False;Medium;Medium;No;No;Long;No;No;No;Yes;6;No;No;No;1784926;Dotan Egozi;No;No;Low;Low;Yes;No;1784655;Doriel Mizrachi;No;No;Low;No;1;-1;False;False;True;3;-4;True;True;False;community
151402;Forma;1.0;2;Yes;564;15/04/2019;15/04/2019 00:00:00;Monday;No;No;No;3;-2;True;True;False;Medium;Medium;No;No;Medium;No;No;No;No;0;No;No;Yes;1177402;Arsen Kolyba;Yes;Yes;Low;Low;No;Yes;1177402;Arsen Kolyba;Yes;Yes;Low;Yes;3;-1;True;False;False;1;-1;False;False;True;community
151410;POPIN;2.0;4;Yes;138;15/04/2019;15/04/2019 00:18:53;Monday;Yes;Yes;No;2;-1;True;False;False;Short;Short;No;No;Medium;No;Yes;No;Yes;4;No;No;No;47663;Raz Karmi;Yes;Yes;Low;Low;No;No;1130292;Niv Borenstein;Yes;Yes;Low;No;1;-1;False;False;True;4;-1;True;False;False;creativity
151411;YouTube to Instagram;1.0;3;Yes;229;15/04/2019;15/04/2019 00:20:35;Monday;Yes;Yes;No;1;-1;False;False;True;Short;Short;No;No;Medium;No;No;No;No;0;No;No;No;1446464;Jamie McGregor;No;No;Low;Low;No;Yes;1446464;Jamie McGregor;No;No;Low;Yes;3;-2;True;True;False;1;-1;False;False;True;web development
151412;AppingKit;1.0;1;Yes;251;17/04/2019;17/04/2019 00:58:20;Wednesday;Yes;No;No;1;-2;False;True;False;Medium;Short;No;Yes;Long;No;No;No;No;0;No;No;No;1101368;Rauno Metsa;Yes;Yes;Low;Medium;No;Yes;1101368;Rauno Metsa;Yes;Yes;Low;Yes;1;-1;False;False;True;1;-1;False;False;True;community
151414;Trimmy!;1.0;2;Yes;186;15/04/2019;15/04/2019 02:00:20;Monday;Yes;No;No;2;-1;True;False;False;Medium;Short;No;No;Long;No;No;No;Yes;1;No;No;No;1760070;Ben S;No;No;Low;Low;No;Yes;1760070;Ben S;No;No;Low;Yes;3;-3;True;True;False;1;-1;False;False;True;community
151498;Psykee;1.0;2;No;2;21/04/2019;21/04/2019 12:00:00;Sunday;No;No;Yes;1;-1;False;False;True;Short;Medium;No;No;Medium;No;No;No;No;0;No;No;No;530560;Aj;Yes;Yes;Low;Low;No;Yes;530560;Aj;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;creativity
151501;Instant Username Search;1.0;4;Yes;650;16/04/2019;16/04/2019 01:53:57;Tuesday;Yes;Yes;No;2;-2;True;True;False;Medium;Short;No;No;Medium;No;No;No;No;0;No;No;Yes;1786613;Umut Canbolat;No;No;Low;Low;No;Yes;1786613;Umut Canbolat;No;No;Low;Yes;3;-1;True;False;False;1;-1;False;False;True;community
151521;Sunshine.fyi;1.0;3;Yes;244;21/04/2019;21/04/2019 00:03:36;Sunday;Yes;No;Yes;4;-1;True;False;False;Medium;Short;No;No;Short;No;No;No;Yes;1;No;No;Yes;673117;Ben Church;Yes;Yes;Low;Low;No;Yes;673117;Ben Church;Yes;Yes;Low;Yes;3;-1;True;False;False;1;-1;False;False;True;creativity
151535;Replika;1.0;5;Yes;211;16/04/2019;16/04/2019 00:30:00;Tuesday;Yes;Yes;No;2;-3;True;True;False;Medium;Medium;No;No;Short;No;No;No;No;0;No;No;No;18280;Chris Messina;Yes;Yes;Medium;Medium;No;No;93637;Eugenia Kuyda;Yes;Yes;Low;Yes;3;-5;True;True;False;5;-1;True;False;False;creativity
151547;SEO Minion;2.0;4;Yes;296;16/04/2019;16/04/2019 01:01:12;Tuesday;Yes;No;No;1;-1;False;False;True;Short;Medium;No;No;Long;No;Yes;No;No;0;No;No;No;785474;Akash Mansukhani;Yes;Yes;Low;Low;Yes;No;1105449;Dmitry Artamoshkin;No;No;Low;No;1;-1;False;False;True;4;-2;True;True;False;community
151597;nicedoc;1.0;1;Yes;471;17/04/2019;17/04/2019 00:17:08;Wednesday;Yes;No;No;3;-1;True;False;False;Medium;Medium;No;No;Medium;No;No;No;Yes;1;No;No;No;148890;Kiko Beats;Yes;Yes;Low;Low;No;Yes;148890;Kiko Beats;Yes;Yes;Low;Yes;2;-2;True;True;False;1;-1;False;False;True;community
151609;Trakto;1.0;0;Yes;107;16/04/2019;16/04/2019 08:17:47;Tuesday;Yes;Yes;No;1;-1;False;False;True;Medium;Short;No;No;Medium;No;No;No;No;0;No;No;Yes;38553;Paulo Tenorio;Yes;No;Low;Low;Yes;No;553067;Rafaela Lopes;No;No;Low;No;1;-1;False;False;True;4;-2;True;True;False;creativity
151624;Waymo One;1.0;3;Yes;187;16/04/2019;16/04/2019 10:27:54;Tuesday;No;Yes;No;1;-1;False;False;True;Medium;Medium;No;No;Long;No;Yes;No;No;0;No;No;No;213986;Amrith Shanbhag;Yes;Yes;Low;Low;No;No;919057;Poonam Suryanarayan;Yes;Yes;Low;No;1;-1;False;False;True;4;-1;True;False;False;community
151626;Festify;2.0;2;Yes;229;17/04/2019;17/04/2019 00:00:00;Wednesday;No;No;No;2;-1;True;False;False;Short;Medium;No;No;Long;No;No;No;No;0;No;No;No;81224;Kunal Bhatia;Yes;Yes;Low;Low;Yes;No;1791231;Tony Bui;No;No;Low;No;1;-1;False;False;True;4;-3;True;True;False;web development
151640;Lenny Bot for Messenger;1.0;3;Yes;297;17/04/2019;17/04/2019 00:08:23;Wednesday;Yes;No;No;2;-1;True;False;False;Medium;Short;No;Yes;Short;Yes;No;No;Yes;1;No;No;No;1585809;Eugene Kriulin;Yes;Yes;Low;Low;No;Yes;1585809;Eugene Kriulin;Yes;Yes;Low;Yes;3;-1;True;False;False;1;-1;False;False;True;web development
151677;Backlinks by Neil Patel;1.0;3;Yes;1263;17/04/2019;17/04/2019 01:03:03;Wednesday;Yes;No;No;3;-1;True;False;False;Medium;Medium;No;No;Long;No;No;No;Yes;1;No;No;Yes;1880;Ben Lang;Yes;Yes;Low;Medium;No;No;39911;Neil Patel;Yes;Yes;Medium;Yes;3;-2;True;True;False;4;-3;True;True;False;community
151705;WorkspacePro;1.0;4;Yes;613;22/04/2019;22/04/2019 00:00:00;Monday;No;No;No;1;-1;False;False;True;Medium;Medium;No;No;Long;No;No;No;Yes;3;No;No;Yes;1375040;Orxan;Yes;No;Low;Low;No;Yes;1375040;Orxan;Yes;No;Low;Yes;3;-2;True;True;False;1;-1;False;False;True;community
151714;Swipio;1.0;5;Yes;345;17/04/2019;17/04/2019 07:22:07;Wednesday;Yes;No;No;3;-1;True;False;False;Medium;Short;No;No;Short;No;No;No;No;0;No;No;Yes;1787987;Emilis Strimaitis;No;No;Low;Low;No;Yes;1787987;Emilis Strimaitis;No;No;Low;Yes;3;-4;True;True;False;1;-1;False;False;True;web development
151743;Airbase;1.0;4;Yes;580;18/04/2019;18/04/2019 00:01:00;Thursday;Yes;No;No;1;-2;False;True;False;Medium;Medium;No;No;Long;No;No;No;Yes;1;No;No;No;250100;Nick Abouzeid;Yes;Yes;Low;Low;No;No;223457;Thejo Kote;Yes;Yes;Low;Yes;1;-1;False;False;True;4;-2;True;True;False;community
151760;React95;1.0;3;Yes;339;18/04/2019;18/04/2019 00:00:00;Thursday;No;No;No;2;-1;True;False;False;Short;Short;No;No;Long;No;No;No;No;0;No;No;No;1786916;artur bień;No;No;Low;Low;No;Yes;1786916;artur bień;No;No;Low;Yes;1;-2;False;True;False;1;-1;False;False;True;community
151790;SuperMakers;1.0;1;Yes;381;18/04/2019;18/04/2019 00:00:00;Thursday;No;No;No;1;-1;False;False;True;Short;Short;No;Yes;Short;No;Yes;No;No;0;No;No;No;813253;Fajar Siddiq;Yes;Yes;Low;Low;No;Yes;813253;Fajar Siddiq;Yes;Yes;Low;Yes;5;-5;True;True;False;1;-1;False;False;True;creativity
151814;TLDR Stories;1.0;5;Yes;340;18/04/2019;18/04/2019 00:14:37;Thursday;Yes;No;No;4;-1;True;False;False;Medium;Medium;No;No;Long;No;No;No;No;0;No;No;No;568092;Sébastien Robaszkiewicz;No;No;Low;Low;Yes;No;151308;Sydney Cohen;Yes;Yes;Low;Yes;4;-1;True;False;False;4;-3;True;True;False;community
151817;Which Login?;1.0;3;Yes;481;18/04/2019;18/04/2019 00:20:08;Thursday;Yes;No;No;2;-2;True;True;False;Medium;Short;No;No;Long;No;Yes;No;Yes;1;No;No;Yes;951831;Peter Thaleikis;Yes;Yes;Low;Low;No;Yes;951831;Peter Thaleikis;Yes;Yes;Low;Yes;4;-4;True;True;False;1;-1;False;False;True;community
151836;Framer Bridge;1.0;2;Yes;307;18/04/2019;18/04/2019 03:56:41;Thursday;Yes;No;No;1;-1;False;False;True;Medium;Medium;No;No;Medium;No;No;No;Yes;3;No;No;No;834443;Tom Watson;Yes;No;Low;Low;Yes;No;311744;Patrick Camacho;Yes;No;Low;No;1;-1;False;False;True;4;-1;True;False;False;creativity
151876;WAPM;1.0;3;Yes;368;23/04/2019;23/04/2019 02:00:00;Tuesday;Yes;No;No;1;-1;False;False;True;Medium;Short;No;No;Short;No;Yes;No;No;0;No;No;No;5349;Kumar Thangudu;Yes;Yes;Low;Medium;Yes;No;1793418;Syrus Akbary;No;No;Low;Yes;4;-1;True;False;False;4;-1;True;False;False;community
151918;Yttrium;1.0;6;Yes;187;21/04/2019;21/04/2019 00:00:00;Sunday;No;No;Yes;1;-1;False;False;True;Medium;Short;No;No;Medium;No;No;No;No;0;No;No;No;1537102;Lars Augustin;Yes;No;Low;Low;No;Yes;1537102;Lars Augustin;Yes;No;Low;Yes;1;-1;False;False;True;1;-1;False;False;True;community
151941;Darwin Mail;1.0;4;Yes;421;20/04/2019;20/04/2019 00:00:00;Saturday;No;No;Yes;1;-2;False;True;False;Medium;Short;No;Yes;Long;No;No;No;Yes;1;No;No;Yes;30158;Joey Tawadrous;Yes;Yes;Low;Low;No;Yes;30158;Joey Tawadrous;Yes;Yes;Low;Yes;4;-5;True;True;False;1;-1;False;False;True;creativity
151942;Ikonate;1.0;3;Yes;562;21/04/2019;21/04/2019 00:00:00;Sunday;No;No;Yes;1;-1;False;False;True;Short;Medium;No;No;Medium;No;No;No;Yes;1;No;No;No;501943;Andy Rossmeissl;Yes;Yes;Low;Low;No;No;814305;Mikolaj Dobrucki;Yes;Yes;Low;Yes;1;-1;False;False;True;1;-1;False;False;True;web development
151947;Sentigrade;1.0;3;Yes;101;21/04/2019;21/04/2019 00:00:00;Sunday;No;No;Yes;3;-1;True;False;False;Medium;Medium;No;No;Medium;No;No;No;No;0;No;No;Yes;1765914;Chris Jones;No;No;Low;Low;No;Yes;1765914;Chris Jones;No;No;Low;Yes;1;-1;False;False;True;1;-1;False;False;True;community
151955;Honcho;2.0;2;Yes;40;21/04/2019;21/04/2019 00:00:00;Sunday;No;No;Yes;1;-1;False;False;True;Medium;Medium;No;No;Long;No;Yes;No;No;0;No;No;No;1700183;Sasi Shan;Yes;Yes;Low;Low;No;Yes;1700183;Sasi Shan;Yes;Yes;Low;Yes;1;-1;False;False;True;1;-1;False;False;True;creativity
151997;MEETplnr;1.0;8;Yes;24;21/04/2019;21/04/2019 00:00:00;Sunday;No;No;Yes;1;-1;False;False;True;Medium;Short;No;No;Medium;No;No;No;No;0;No;No;No;1602139;Avi R;No;Yes;Low;Low;No;Yes;1602139;Avi R;No;Yes;Low;Yes;1;-1;False;False;True;1;-1;False;False;True;community
152000;ViewBase;1.0;3;Yes;37;21/04/2019;21/04/2019 00:00:00;Sunday;No;No;Yes;1;-2;False;True;False;Medium;Medium;No;No;Long;Yes;No;No;No;0;No;No;No;1795918;William;Yes;No;Low;Low;No;Yes;1795918;William;Yes;No;Low;Yes;3;-2;True;True;False;1;-1;False;False;True;community
152008;Best Tandem;1.0;2;Yes;30;21/04/2019;21/04/2019 00:00:00;Sunday;No;No;Yes;2;-1;True;False;False;Medium;Medium;No;No;Long;No;No;No;No;0;No;No;No;1796074;Ali Öngül;No;No;Low;Low;No;Yes;1796074;Ali Öngül;No;No;Low;No;1;-1;False;False;True;1;-1;False;False;True;creativity
152010;CharMap;1.0;2;Yes;127;21/04/2019;21/04/2019 00:00:00;Sunday;No;No;Yes;2;-1;True;False;False;Medium;Medium;No;No;Medium;No;No;No;No;0;No;No;No;1796096;conmulligan;No;No;Low;Low;No;Yes;1796096;conmulligan;No;No;Low;No;1;-1;False;False;True;1;-1;False;False;True;creativity
152023;Kanye Cube Blast;1.0;4;Yes;46;21/04/2019;21/04/2019 02:38:23;Sunday;Yes;No;Yes;2;-5;True;True;False;Medium;Short;No;Yes;Long;No;Yes;No;Yes;1;No;No;Yes;1796347;Carol Kristee;Yes;No;Low;Low;No;Yes;1796347;Carol Kristee;Yes;No;Low;Yes;1;-1;False;False;True;1;-1;False;False;True;creativity
152025;HabitStop;1.0;4;Yes;163;21/04/2019;21/04/2019 00:08:54;Sunday;Yes;No;Yes;3;-3;True;True;False;Short;Medium;No;No;Medium;Yes;No;No;No;0;No;No;Yes;1681068;Anthony Dito;No;No;Low;Medium;No;Yes;1681068;Anthony Dito;No;No;Low;Yes;3;-1;True;False;False;1;-1;False;False;True;web development
152029;Percentages;1.0;1;Yes;259;21/04/2019;21/04/2019 00:11:53;Sunday;Yes;No;Yes;1;-2;False;True;False;Medium;Short;No;No;Short;No;No;No;No;0;No;No;Yes;1354082;Sam Creamer;Yes;Yes;Low;Low;No;Yes;1354082;Sam Creamer;Yes;Yes;Low;Yes;1;-1;False;False;True;1;-1;False;False;True;web development
152033;Game Planner;1.0;2;Yes;34;21/04/2019;22/04/2019 00:00:00;Monday;No;No;No;1;-2;False;True;False;Medium;Medium;No;No;Medium;No;No;No;No;0;No;No;No;156604;Storm Farrell;Yes;No;Low;Low;No;Yes;156604;Storm Farrell;Yes;No;Low;Yes;3;-2;True;True;False;1;-1;False;False;True;creativity
152035;Matchbox;3.0;1;No;3;21/04/2019;21/04/2019 01:01:00;Sunday;Yes;No;Yes;2;-1;True;False;False;Short;Medium;No;No;Long;No;No;No;No;0;No;No;No;1775485;Jason TSAI;No;No;Low;Low;No;Yes;1775485;Jason TSAI;No;No;Low;No;1;-1;False;False;True;1;-1;False;False;True;web development
152037;Gay chat room;1.0;4;No;2;21/04/2019;21/04/2019 02:23:36;Sunday;Yes;No;Yes;3;-2;True;True;False;Short;Short;No;No;Short;No;No;No;No;0;No;No;No;1796586;M AC;No;No;Low;Low;No;Yes;1796586;M AC;No;No;Low;No;1;-1;False;False;True;1;-1;False;False;True;community
152047;Github Feel Good;1.0;4;Yes;148;21/04/2019;22/04/2019 00:00:00;Monday;No;No;No;2;-1;True;False;False;Medium;Long;No;No;Long;Yes;No;No;Yes;1;No;No;Yes;936031;Sunil Kumar;Yes;Yes;Low;Low;No;Yes;936031;Sunil Kumar;Yes;Yes;Low;Yes;4;-1;True;False;False;1;-1;False;False;True;creativity
152048;Vocalibrary;1.0;2;Yes;73;21/04/2019;22/04/2019 00:00:00;Monday;No;No;No;1;-1;False;False;True;Medium;Medium;No;No;Long;No;No;No;No;0;No;No;No;1788163;Onur Dever;Yes;No;Low;Low;No;Yes;1788163;Onur Dever;Yes;No;Low;Yes;3;-2;True;True;False;1;-1;False;False;True;web development
152050;WebCatalog 13;13.0;3;No;4;21/04/2019;21/04/2019 10:20:09;Sunday;No;No;Yes;2;-2;True;True;False;Medium;Short;No;No;Short;No;No;No;No;0;No;No;No;305255;Quang Lam;Yes;Yes;Low;Low;No;Yes;305255;Quang Lam;Yes;Yes;Low;Yes;4;-3;True;True;False;1;-1;False;False;True;community
152102;FlowCV;2.0;4;Yes;978;23/04/2019;23/04/2019 00:20:50;Tuesday;Yes;Yes;No;3;-1;True;False;False;Medium;Short;No;Yes;Medium;No;Yes;No;Yes;1;No;No;Yes;744161;Alexander Zeman;No;No;Low;Low;Yes;No;882978;Lauris Bernhart;Yes;No;Low;Yes;3;-2;True;True;False;4;-4;True;True;False;community
152114;SVGator;2.0;2;Yes;530;22/04/2019;22/04/2019 06:48:58;Monday;Yes;Yes;No;1;-1;False;False;True;Short;Short;No;No;Medium;No;Yes;No;Yes;1;No;No;No;489069;Vlad Korobov;No;Yes;Low;Low;No;No;1024157;Csenge Miklos;No;Yes;Low;Yes;1;-1;False;False;True;5;-1;True;False;False;creativity
152191;ChurnKit;1.0;2;Yes;495;23/04/2019;23/04/2019 01:32:00;Tuesday;Yes;Yes;No;4;-1;True;False;False;Medium;Short;No;No;Long;No;No;No;No;0;No;No;Yes;346586;Yosi Dahan;Yes;Yes;Low;Low;Yes;No;1307218;Natan Abramov;Yes;No;Low;No;1;-1;False;False;True;4;-5;True;True;False;web development
152361;Birdchain;1.0;3;Yes;192;25/05/2019;25/05/2019 00:00:00;Saturday;No;No;Yes;2;-1;True;False;False;Medium;Short;No;No;Long;No;No;No;No;0;No;No;No;1781417;BlinkPT;No;No;Low;Low;No;Yes;1781417;BlinkPT;No;No;Low;Yes;1;-1;False;False;True;1;-1;False;False;True;creativity
152369;Notifia;1.0;4;Yes;956;25/04/2019;25/04/2019 00:00:00;Thursday;No;No;No;1;-1;False;False;True;Medium;Medium;No;No;Long;No;No;No;Yes;1;No;No;Yes;1071628;Nathan;Yes;Yes;Low;Low;Yes;No;1830129;Goga;No;No;Low;No;1;-1;False;False;True;4;-3;True;True;False;web development
152395;MailtoUI;1.0;4;Yes;642;26/04/2019;26/04/2019 00:00:00;Friday;No;No;No;1;-2;False;True;False;Medium;Medium;No;No;Long;No;Yes;No;No;0;No;No;No;409659;Mario Rodriguez;Yes;Yes;Low;Low;No;Yes;409659;Mario Rodriguez;Yes;Yes;Low;Yes;4;-3;True;True;False;1;-1;False;False;True;community
